# Export texte de la base — tables par modèle
Généré: 2025-08-14 17:22:02
Fichier source: /Users/HouDa/PycharmProjects/ParcInfo/export_all_tables.json

## Résumé
• Modèles: 20
• Enregistrements: 2089
• Répartition par modèle:
  - auth.group: 4
  - chatbot.chatbotinteraction: 1470
  - chatbot.chatmessage: 14
  - chatbot.documentvector: 307
  - chatbot.intentexample: 3
  - commande_bureau.commandebureau: 1
  - commande_bureau.descriptionbureau: 96
  - commande_bureau.designationbureau: 26
  - commande_bureau.lignecommandebureau: 1
  - commande_informatique.commande: 2
  - commande_informatique.description: 64
  - commande_informatique.designation: 28
  - commande_informatique.lignecommande: 3
  - demande_equipement.archivedecharge: 5
  - demande_equipement.demandeequipement: 10
  - fournisseurs.fournisseur: 42
  - livraison.livraison: 3
  - materiel_bureautique.materielbureau: 1
  - materiel_informatique.materielinformatique: 5
  - users.customuser: 4

## Détails par modèle

Model: auth.group  (rows: 4)
|--|-------------------------|------------------------------------------------------------|
|pk|name                     |permissions                                                 |
|--|-------------------------|------------------------------------------------------------|
|1 |Super Admin              |[1, 2, 3, 4, 9, 10, 11, 12, 5, 6, 7, 8, 53, 54, 55, 56, 57,…|
|2 |Gestionnaire Informatique|[]                                                          |
|3 |Gestionnaire Bureau      |[]                                                          |
|4 |Employe                  |[]                                                          |
|--|-------------------------|------------------------------------------------------------|

Model: chatbot.chatbotinteraction  (rows: 1470)
|----|--------------------------|------------------------------------------------------------|-----------|---------------------|-------------|-----------|------------------------|------------------------------------------------------------|
|642 |liste_fournisseurs        |**Liste des fournisseurs:**\n• 218 LABS SARL (ICE: 00143444…|1          |default              |False        |0          |2025-08-10T17:04:35.730Z|Quels fournisseurs à Rabat ont un IF fiscal valide et un IC…|
|643 |liste_fournisseurs        |**Liste des fournisseurs:**\n• 218 LABS SARL (ICE: 00143444…|1          |default              |False        |0          |2025-08-10T17:04:46.671Z|Quels fournisseurs à Casablanca n’ont pas “CONSULTING” dans…|
|644 |unknown                   |Erreur lors de la recherche de matériel.                    |1          |default              |False        |0          |2025-08-10T17:08:57.426Z|Quels équipements de type "Serveur" sont décrits comme "Omn…|
|645 |unknown                   |**Liste des fournisseurs:**\n• **WANA CORPORATE SA** (ICE: …|1          |default              |False        |0          |2025-08-10T17:09:51.437Z|Quels fournisseurs ont un ICE commençant par "0015" ?       |
|646 |unknown                   |Erreur lors de la récupération de la liste du matériel.     |1          |default              |False        |0          |2025-08-10T17:10:18.372Z|Donne-moi la liste des désignations informatiques qui ont u…|
|647 |unknown                   |Erreur lors de la récupération de la liste du matériel.     |1          |default              |False        |0          |2025-08-10T17:10:35.802Z|code inventaire d ebiae                                     |
|648 |unknown                   |Erreur lors de la récupération de la liste du matériel.     |1          |default              |False        |0          |2025-08-10T17:10:50.234Z|code inventaire de baie                                     |
|649 |unknown                   |**Recherche complexe de fournisseurs**\n\n**Critères appliq…|1          |default              |False        |0          |2025-08-10T17:11:23.264Z|✅ "Quels fournisseurs à Rabat ont un ICE de plus de 10 chif…|
|650 |unknown                   |**Analyse complexe du matériel**\n\n**Répartition par affec…|1          |default              |False        |0          |2025-08-10T17:11:27.140Z|✅ "Matériel affecté et non affecté par utilisateur"         |
|651 |unknown                   |**Recherche complexe de fournisseurs**\n\n**Critères appliq…|1          |default              |False        |0          |2025-08-10T17:11:57.339Z|✅ "Fournisseurs n'ont pas 'CONSULTING' dans leur nom"       |
|652 |unknown                   |Erreur lors de l'analyse complexe du matériel.              |1          |default              |False        |0          |2025-08-10T17:12:12.707Z|✅ "Matériel avec description contenant 'Lenovo'"            |
|653 |unknown                   |**Liste des commandes:**\n• **BC23** - TECHNICOVIGILE\n  Da…|1          |default              |False        |0          |2025-08-10T17:12:19.926Z|✅ "Analyse croisée utilisateur-matériel-commande"           |
|654 |unknown                   |**Liste des commandes:**\n• **BC23** - TECHNICOVIGILE\n  Da…|1          |default              |False        |0          |2025-08-10T17:12:26.404Z|Commandes ce mois-ci                                        |
|655 |unknown                   |**Liste des fournisseurs:**\n• **WANA CORPORATE SA** (ICE: …|1          |default              |False        |0          |2025-08-10T17:12:28.860Z|Fournisseurs partenaires                                    |
|656 |unknown                   |Erreur lors de la récupération de la liste du matériel.     |1          |default              |False        |0          |2025-08-10T17:12:33.727Z|Liste du matériel informatique                              |
|657 |unknown                   |Erreur lors de la récupération de la liste du matériel.     |1          |default              |False        |0          |2025-08-10T17:12:41.290Z|Liste du matériel bureatqiue                                |
|658 |unknown                   |Erreur lors de l'analyse complexe générale.                 |1          |default              |False        |0          |2025-08-10T17:13:09.693Z|numero de serie de baie                                     |
|659 |unknown                   |Erreur lors de la récupération du statut des livraisons.    |1          |default              |False        |0          |2025-08-10T17:13:33.468Z|livraisons                                                  |
|660 |unknown                   |**Recherche complexe de fournisseurs**\n\n**Fournisseurs tr…|1          |default              |False        |0          |2025-08-10T17:14:02.029Z|Quel est le matériel informatique avec le code inventaire c…|
|661 |unknown                   |**Recherche complexe de fournisseurs**\n\n**Fournisseurs tr…|1          |default              |False        |0          |2025-08-10T17:14:42.171Z|Calcule le montant total HT de toutes les commandes informa…|
|662 |unknown                   |**Recherche complexe de fournisseurs**\n\n**Fournisseurs tr…|1          |default              |False        |0          |2025-08-10T17:14:56.684Z|Quelle est la moyenne des garanties (en mois) pour les comm…|
|663 |unknown                   |**Analyse complexe du matériel**\n\n**Analyse générale du m…|1          |default              |False        |0          |2025-08-10T17:15:35.778Z|"Quels équipements de type 'Serveur' sont décrits comme 'Om…|
|664 |unknown                   |**Recherche complexe de fournisseurs**\n\n**Fournisseurs tr…|1          |default              |False        |0          |2025-08-10T17:15:47.598Z|Liste les livraisons retardées de plus de 7 jours par rappo…|
|665 |unknown                   |Erreur lors de l'analyse complexe des commandes.            |1          |default              |False        |0          |2025-08-10T17:15:59.427Z|Trouve les livraisons effectives avant le 01/08/2025 qui co…|
|666 |unknown                   |**Liste des commandes:**\n• **BC23** - TECHNICOVIGILE\n  Da…|1          |default              |False        |0          |2025-08-10T17:16:38.561Z|Commandes ce mois-ci                                        |
|667 |error                     |Une erreur s'est produite lors du traitement de votre quest…|1          |default              |False        |0          |2025-08-10T17:17:34.413Z|Fournisseurs partenaires                                    |
|668 |error                     |Une erreur s'est produite lors du traitement de votre quest…|1          |default              |False        |0          |2025-08-10T17:17:38.028Z|Commandes ce mois-ci                                        |
|669 |error                     |Une erreur s'est produite lors du traitement de votre quest…|1          |default              |False        |0          |2025-08-10T17:17:39.731Z|Liste du matériel informatique                              |
|670 |unknown                   |**Matériel informatique:**\n- ADD/INFO/010: Baie (Série: 12…|1          |default              |False        |0          |2025-08-10T17:22:13.474Z|Liste du matériel informatique                              |
|671 |unknown                   |**Commandes informatiques:**\nAucune commande informatique …|1          |default              |False        |0          |2025-08-10T17:22:20.640Z|Commandes ce mois-ci                                        |
|672 |unknown                   |**Liste des fournisseurs:**\n- 218 LABS SARL (ICE: 00143444…|1          |default              |False        |0          |2025-08-10T17:22:23.673Z|Fournisseurs partenaires                                    |
|673 |unknown                   |**Statistiques du parc:**\n- Matériel informatique: 5 (Serv…|1          |default              |False        |0          |2025-08-10T17:22:27.070Z|Statistiques du parc                                        |
|674 |unknown                   |**Matériel informatique:**\n- ADD/INFO/010: Baie (Série: 12…|1          |default              |False        |0          |2025-08-10T17:24:16.231Z|Liste du matériel informatique                              |
|675 |unknown                   |**Liste des fournisseurs:**\n- 218 LABS SARL (ICE: 00143444…|1          |default              |False        |0          |2025-08-10T17:24:52.932Z|Fournisseurs partenaires                                    |
|676 |unknown                   |**Commandes informatiques:**\nAucune commande informatique …|1          |default              |False        |0          |2025-08-10T17:25:07.524Z|Commandes ce mois-ci                                        |
|677 |unknown                   |**Statistiques du parc:**\n- Matériel informatique: 5 (Serv…|1          |default              |False        |0          |2025-08-10T17:25:09.577Z|Statistiques du parc                                        |
|678 |unknown                   |**Aucun matériel trouvé**\n\n**Critères de recherche utilis…|1          |default              |False        |0          |2025-08-10T17:25:12.084Z|Rechercher PC-1234                                          |
|679 |unknown                   |Je n'ai pas bien compris votre demande.\n\n**Suggestions ba…|1          |default              |False        |0          |2025-08-10T17:25:21.002Z|Rechercher baie                                             |
|680 |unknown                   |**Statut des livraisons:**\nAucune commande trouvée avec le…|1          |default              |False        |0          |2025-08-10T17:25:34.289Z|• "Statut livraison BC-456"                                 |
|681 |unknown                   |**Matériel informatique:**\n- ADD/INFO/010: Baie (Série: 12…|1          |default              |False        |0          |2025-08-10T17:29:22.385Z|Liste du matériel informatique                              |
|682 |unknown                   |**Liste des fournisseurs:**\n- 218 LABS SARL (ICE: 00143444…|1          |default              |False        |0          |2025-08-10T17:29:28.716Z|Fournisseurs partenaires                                    |
|683 |unknown                   |Votre demande semble concerner 'help' mais je ne suis pas s…|1          |default              |False        |0          |2025-08-10T17:30:36.992Z|Quels fournisseurs ont fourni plus de 2 commandes informati…|
|684 |unknown                   |Votre demande semble concerner 'help' mais je ne suis pas s…|1          |default              |False        |0          |2025-08-10T17:30:46.427Z|Liste les utilisateurs qui ont plus d'un matériel affecté, …|
|685 |unknown                   |Votre demande semble concerner 'help' mais je ne suis pas s…|1          |default              |False        |0          |2025-08-10T17:31:13.052Z|Génère un rapport : Top 3 fournisseurs par montant total de…|
|686 |unknown                   |**Demandes d'équipement:**\n- Demande #23 (02/08/2025)\n  D…|1          |default              |False        |0          |2025-08-10T17:31:19.172Z|Pour les demandes d'équipement approuvées en juillet 2025, …|
|687 |unknown                   |**Matériel informatique:**\n- ADD/INFO/010: Baie (Série: 12…|1          |default              |False        |0          |2025-08-10T17:31:24.762Z|"Liste tous les intents exemples disponibles, et trouve ceu…|
|688 |unknown                   |**Statut des livraisons:**\n- Livraison 123 (Commande: 123)…|1          |default              |False        |0          |2025-08-10T17:31:30.602Z|"Compare les statuts des livraisons pour les commandes avec…|
